training_iter	round	epsilon	score	avg_loss_per_step	killed_self	avg_reward_per_step	invalid_actions_per_round	avg_invalid_actions_per_step	steps_survived
320379	2436	 0.0500	13	 0.1122	True	-0.0316	78	 0.4286	182
320780	2437	 0.0500	11	 0.1054	False	-0.0238	156	 0.3900	400
320790	2438	 0.0500	0	 0.1127	True	-0.2035	3	 0.3000	10
320802	2439	 0.0500	0	 0.1076	True	-0.1737	1	 0.0833	12
320892	2440	 0.0500	0	 0.1107	True	-0.0537	38	 0.4222	90
320946	2441	 0.0500	2	 0.1165	True	-0.0511	25	 0.4630	54
320982	2442	 0.0500	0	 0.1100	True	-0.0842	17	 0.4722	36
321001	2443	 0.0500	0	 0.0883	True	-0.1153	12	 0.6316	19
321021	2444	 0.0500	1	 0.0958	True	-0.1008	5	 0.2500	20
321167	2445	 0.0500	1	 0.1092	True	-0.0134	14	 0.0959	146
321239	2446	 0.0500	0	 0.0947	True	-0.0407	20	 0.2778	72
321290	2447	 0.0500	0	 0.1152	True	-0.0493	8	 0.1569	51
321502	2448	 0.0500	8	 0.1007	True	-0.0413	123	 0.5802	212
321592	2449	 0.0500	1	 0.1056	True	-0.0286	30	 0.3333	90
321631	2450	 0.0500	1	 0.1100	True	-0.0789	25	 0.6410	39
321683	2451	 0.0500	2	 0.1146	True	-0.0453	11	 0.2115	52
321741	2452	 0.0500	1	 0.1230	True	-0.0600	29	 0.5000	58
